Date,Startup,Industry,SubVertical,Location,Investors,Round,AmountInCrores,URL,CleanedStartup,StandardizedStartup,InvestorsCleaned,Year
2019-08-23,AdmitKard,EdTech,University Admissions,Noida,Growth DNA,Seed Round,8.606,https://www.admitkard.com/,admitkard,admitkard,['growth dna'],2019.0
2019-08-23,Lo! Foods,Consumer Goods,Low carb food for Diabetics,Bengaluru,"Rashmi Daga (founder, FreshMenu), Raveen Sastry (co-founder, Myntra) and Mitesh Shah (finance chief, BookMyShow)",Seed Round,4.303,https://lofoods.fit/,lo foods,lo foods,"['rashmi daga founder', 'freshmenu', 'raveen sastry cofounder', 'myntra and mitesh shah finance chief', 'bookmyshow']",2019.0
2019-08-22,INDwealth,FinTech,Wealth Management,Gurgaon,Tiger Global Management,Venture Round,129.09,https://www.indwealth.in/,indwealth,indwealth,['tiger global management'],2019.0
2019-08-21,HungerBox,Food and Beverage,B2B Foodtech,Bengaluru,One97 Communications Ltd.,Series C,56.71354,http://hungerbox.com/,hungerbox,hungerbox,['one97 communications ltd'],2019.0
2019-08-19,Mishry Reviews,Services,Product Review,Gurgaon,Vir Sanghvi,Series A,,https://mishry.com/,mishry reviews,mishry reviews,['vir sanghvi'],2019.0
2019-08-19,Grofers,E-Commerce,Grocery Delivery,Gurgaon,Softbank Vision Fund,Series F,602.42,http://grofers.com/,grofers,grofers,['softbank vision fund'],2019.0
2019-08-13,Uniphore,Customer Service Platform,Conversational AI,Palo Alto ,March Capital Partners,Series C,438.906,http://uniphore.com/,uniphore,uniphore,['march capital partners'],2019.0
2019-08-13,Cars24,E-Commerce,Car Retail,Gurugram,MS Dhoni,Series D,94.666,https://www.cars24.com/,cars24,cars24,['ms dhoni'],2019.0
2019-08-12,Meesho,E-Commerce,Social Commerce,Bengaluru,Naspers,Series D,1075.75,http://www.meesho.com/,meesho,meesho,['naspers'],2019.0
2019-08-01,Pine Labs,Information Technology,Last-mile retail transaction technology,Noida,Pine Labs Pte Ltd,Corporate Round,327.71648,https://www.pinelabs.com/,pine labs,pine labs,['pine labs pte ltd'],2019.0
2019-08-01,CarDekho,E-Commerce,Automotive,Gurgaon,SC GG India Mobility Holdings LLC,Series C,172.12,http://www.cardekho.com/,cardekho,cardekho,['sc gg india mobility holdings llc'],2019.0
2019-08-01,Progcap,Finance,Supply Chain Management,New Delhi,Sequoia India,Series A,43.03,http://www.progcap.com/,progcap,progcap,['sequoia india'],2019.0
2019-08-01,MyPetrolPump,Retail,Fuel Delivery,Bengaluru,,Seed Funding Round,13.7696,https://mypetrolpump.com/,mypetrolpump,mypetrolpump,[],2019.0
2019-08-01,Alteria Capital,Finance,VC Funds,Mumbai,"Azim Premji, Binny Bansal",Single Venture,1204.84,http://www.alteriacapital.com/,alteria capital,alteria capital,"['azim premji', 'binny bansal']",2019.0
2019-07-11,Moglix,E-Commerce,Industrial Tools and Equipments,Singapore,"Composite Capital Management, Sequoia Capital India, Tiger Global Management",Series D,516.36,http://www.moglix.com/,moglix,moglix,"['composite capital management', 'sequoia capital india', 'tiger global management']",2019.0
2019-07-10,Ezyhaul,Tech,Logistics,Singapore,,Series B,137.696,https://ezyhaul.com/Account/AboutUs,ezyhaul,ezyhaul,[],2019.0
2019-07-10,BYJU'S,EdTech,Education,Bengaluru,Qatar Investment Authority,Private Equity Round,1290.9,http://byjus.com/,byjus,byjus,['qatar investment authority'],2019.0
2019-07-10,HealthAssure,Health Care,Primary care medical network,Mumbai,Blume Ventures,Series A,21.515,https://www.healthassure.in/,healthassure,healthassure,['blume ventures'],2019.0
2019-07-10,Indus OS,Tech,Smartphone Operating System,Andheri,Ventureast,Series B,49.4845,http://www.indusos.com/,indus os,indus os,['ventureast'],2019.0
2019-07-09,House of Msasaba,Luxury Label,Clothes and Apparel,Mumbai,Binny Bansal,Series A,8.606,https://www.houseofmasaba.net/,house of msasaba,house of msasaba,['binny bansal'],2019.0
